language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens	notes
Kunming		lunch	768	768	ʦɔ⁵³fᴀ̃²¹²	748	ts ɔ ⁵³ f ã ∼ ²¹²	
Shanghai		lunch	768	768	ʦoŋ⁵³ve¹³	739	ts o ŋ ⁵³ v e ¹³	
Meixian		man	1554	1554	nam¹¹meŋin¹¹	791	n a m ¹¹ m e ⁰ ŋ i n ¹¹	
Changsha		man	1554	1554	lan¹³ʐən¹³	792	l a n ¹³ ʐ ə n ¹³	
Changsha		man	1554	1554	lan¹³ti	794	l a n ¹³ t i	
Changsha		man	1554	1554	lan¹³ʐən¹³ka	793	l a n ¹³ ʐ ə n ¹³ k a	
Guiyang		man	1554	1554	lan²¹lɛ⁵⁵	794	l a n ²¹ l ɛ ⁵⁵	
Guiyang		man	1554	1554	lan²¹sen⁵⁵	795	l a n ²¹ s e n ⁵⁵	
Xiamen		man	1554	1554	ta²²pɔ	799	t a ²² p ɔ	
Xiamen		man	1554	1554	lam³⁵e	794	l a m ³⁵ e	
Hefei		man	1554	1554	læ̃⁵⁵tjəʔ	794	l æ̃ ∼ ⁵⁵ t j ə ʔ	
Hefei		man	1554	1554	lɔ²⁴tjəʔmən	800	l ɔ ²⁴ t j ə ʔ ⁰ m ə n	
Jinan		man	1554	1554	nã⁴²ʐẽ⁴²	792	n ã ∼ ⁴² ʐ ẽ ∼ ⁴²	
Jinan		man	1554	1554	nã⁴²ti	794	n ã ∼ ⁴² t i	
Jinan		man	1554	1554	jə⁴²mer	801	j ə ⁴² m e r	
Hangzhou		man	1554	1554	nᴇ̃²¹³zen²¹³ʨjɑ³³	793	n ɛ̃ ∼ ²¹³ z e n ²¹³ tɕ j ɑ ³³	
Guangzhou		man	1554	1554	nam²¹jɐn²¹	792	n a m ²¹ j ɐ n ²¹	
Nanchang		man	1554	1554	lan⁴⁵ko⁰⁴	796	l a n ⁴⁵ k o ⁰⁴	
Nanchang		man	1554	1554	lan⁴⁵kʰɑʔ⁰⁴fo⁰⁴li⁰⁴	797	l a n ⁴⁵ kʰ ɑ ʔ ⁰⁴ f o ⁰⁴ l i ⁰⁴	
Chengdu		man	1554	1554	nan³¹zən³¹	792	n a n ³¹ z ə n ³¹	
Chengdu		man	1554	1554	nan³¹ni⁵⁵	794	n a n ³¹ n i ⁵⁵	
Chengdu		man	1554	1554	nan³¹zən³¹ʨja⁵⁵	793	n a n ³¹ z ə n ³¹ tɕ j a ⁵⁵	
Taoyuan		man	1554	1554	næ̃¹¹təʔ	794	n æ̃ ∼ ¹¹ t ə ʔ	
Taoyuan		man	1554	1554	næ̃¹¹zəŋ¹¹ʨja¹¹	793	n æ̃ ∼ ¹¹ z ə ŋ ¹¹ tɕ j a ¹¹	
Shexian		man	1554	1554	kwɛ³¹kʰɛʔ²¹	804	k w ɛ ³¹ kʰ ɛ ʔ ²¹	
Shexian		man	1554	1554	kwɛ³¹ɛ	806	k w ɛ ³¹ ɛ	
Shexian		man	1554	1554	kwɛ³¹kʰɛʔ²¹ka	805	k w ɛ ³¹ kʰ ɛ ʔ ²¹ k a	
Shexian		man	1554	1554	lɛ⁴⁴jʌ̃⁴⁴ka	793	l ɛ ⁴⁴ j ʌ̃ ∼ ⁴⁴ k a	
Beijing		man	1554	1554	jɛ³⁵mər³	801	j ɛ ³⁵ m ə r ³	
Beijing		man	1554	1554	nan³⁵ʐən	792	n a n ³⁵ ʐ ə n	
Beijing		man	1554	1554	nan³⁵tə³	794	n a n ³⁵ t ə ³	
Kunming		man	1554	1554	nᴀ̃³¹nə⁴⁴	798	n ã ∼ ³¹ n ə ⁴⁴	
Shanghai		man	1554	1554	nø¹³ȵiŋ¹³	792	n ø ¹³ nʲ i ŋ ¹³	
Meixian		moon	1313	1313	ŋjat⁵kwoŋ⁴⁴	1090	ŋ j a t ⁵ k w o ŋ ⁴⁴	
Changsha		moon	1313	1313	ɥe²⁴ljan¹¹	1091	ɥ e ²⁴ l j a n ¹¹	
Changsha		moon	1313	1313	ɥe²⁴ljan⁵⁵pu¹³sa²⁴	1092	ɥ e ²⁴ l j a n ⁵⁵ p u ¹³ s a ²⁴	
Changsha		moon	1313	1313	ɥe²⁴ljan⁵⁵pa³³pa	1093	ɥ e ²⁴ l j a n ⁵⁵ p a ³³ p a	
Guiyang		moon	1313	1313	jɛ²¹ljaŋ²¹³	1091	j ɛ ²¹ l j a ŋ ²¹³	
Xiamen		moon	1313	1313	geʔ⁵	1089	g e ʔ ⁵	
Xiamen		moon	1313	1313	geʔ⁵nju³⁵	1094	g e ʔ ⁵ n j u ³⁵	
Hefei		moon	1313	1313	ɥɐʔ⁵ljɑ̃⁵³	1091	ɥ ɐ ʔ ⁵ l j ɑ̃ ∼ ⁵³	
Jinan		moon	1313	1313	ɥə²¹ljaŋ	1091	ɥ ə ²¹ l j a ŋ	
Hangzhou		moon	1313	1313	ɦɥəʔ²ljɑŋ¹³	1091	ɦ ɥ ə ʔ ² l j ɑ ŋ ¹³	
Guangzhou		moon	1313	1313	jyt²kwɔŋ⁵⁵	1090	j y t ² k w ɔ ŋ ⁵⁵	
Guangzhou		moon	1313	1313	jyt²lœŋ²²	1091	j y t ² l œ ŋ ²²	
Nanchang		moon	1313	1313	ȵɥɵʔ²kwɔŋ⁴²	1090	nʲ ɥ ɵ ʔ ² k w ɔ ŋ ⁴²	
Chengdu		moon	1313	1313	ɥe³¹njaŋ¹³	1091	ɥ e ³¹ n j a ŋ ¹³	
Taoyuan		moon	1313	1313	ɥəʔ²mi⁴⁵	1095	ɥ ə ʔ ² m i ⁴⁵	
Taoyuan		moon	1313	1313	ɥəʔ²ljɒ̃⁴⁵	1091	ɥ ə ʔ ² l j ɒ̃ ∼ ⁴⁵	
Shexian		moon	1313	1313	we²²lja²²	1091	w e ²² l j a ²²	
Beijing		moon	1313	1313	ɥɛ⁵¹ljɑŋ¹	1091	ɥ ɛ ⁵¹ l j ɑ ŋ ¹	
Kunming		moon	1313	1313	jɛ³¹ljᴀ̃²¹²	1091	j ɛ ³¹ l j ã ∼ ²¹²	
Kunming		moon	1313	1313	tʰæ²¹²ĩ⁴⁴	382	tʰ æ ²¹² ĩ ∼ ⁴⁴	
Shanghai		moon	1313	1313	ɦɥɪʔ¹ljã¹³	1091	ɦ ɥ ɪ ʔ ¹ l j ã ∼ ¹³	
Shanghai		moon	1313	1313	ɦɥɪʔ¹kwɑ̃⁵³	1090	ɦ ɥ ɪ ʔ ¹ k w ɑ̃ ∼ ⁵³	
Meixian		mother	1216	1216	a⁴⁴me⁴⁴	644	a ⁴⁴ m e ⁴⁴	
Changsha		mother	1216	1216	ma⁵⁵ma	649	m a ⁵⁵ m a	
Changsha		mother	1216	1216	ȵjan¹³	651	nʲ j a n ¹³	
Changsha		mother	1216	1216	ȵjan¹³law⁴¹ʦɿ	652	nʲ j a n ¹³ l a w ⁴¹ ts ɿ	
Guiyang		mother	1216	1216	ma⁵⁵	648	m a ⁵⁵	
Guiyang		mother	1216	1216	la⁴²ma⁵⁵	653	l a ⁴² m a ⁵⁵	
Xiamen		mother	1216	1216	law²²bu⁵³	655	l a w ²² b u ⁵³	
Xiamen		mother	1216	1216	ma⁵⁵ma⁵⁵	649	m a ⁵⁵ m a ⁵⁵	
Hefei		mother	1216	1216	ma²¹i⁵⁵	650	m a ²¹ i ⁵⁵	
Jinan		mother	1216	1216	ȵjaŋ⁴²	651	nʲ j a ŋ ⁴²	
Hangzhou		mother	1216	1216	mɑ³³mɑ³³	649	m ɑ ³³ m ɑ ³³	
Guangzhou		mother	1216	1216	ma²¹ma⁵⁵	649	m a ²¹ m a ⁵⁵	
Guangzhou		mother	1216	1216	low²³mow²³	655	l o w ²³ m o w ²³	
Nanchang		mother	1216	1216	m̩⁴²mɑ⁰²	647	m̩ ⁴² m ɑ ⁰²	
Nanchang		mother	1216	1216	ȵjɔŋ⁴⁵	651	nʲ j ɔ ŋ ⁴⁵	
Chengdu		mother	1216	1216	ma	648	m a	
Chengdu		mother	1216	1216	ȵjaŋ	651	nʲ j a ŋ	
Chengdu		mother	1216	1216	naw⁵³ȵjər³¹	654	n a w ⁵³ nʲ j ə r ³¹	
Taoyuan		mother	1216	1216	ma¹¹	648	m a ¹¹	
Shexian		mother	1216	1216	m̩³⁵ma³¹	647	m̩ ³⁵ m a ³¹	
Shexian		mother	1216	1216	m̩³⁵	646	m̩ ³⁵	
Shexian		mother	1216	1216	a³¹i⁴⁴	645	a ³¹ i ⁴⁴	
Beijing		mother	1216	1216	njɑŋ³⁵	651	n j ɑ ŋ ³⁵	
Beijing		mother	1216	1216	ma⁵⁵	648	m a ⁵⁵	
Kunming		mother	1216	1216	mᴀ⁴⁴	648	m a ⁴⁴	
Kunming		mother	1216	1216	mo⁴⁴	656	m o ⁴⁴	
Shanghai		mother	1216	1216	m̩⁵³ma¹³	647	m̩ ⁵³ m a ¹³	
Shanghai		mother	1216	1216	ȵjã¹³	651	nʲ j ã ∼ ¹³	
Meixian		mouse	1491	1491	law³¹ʦʰu³¹ve	414	l a w ³¹ tsʰ u ³¹ v e	
Changsha		mouse	1491	1491	law⁴¹ɕy⁴¹ʦɿ	415	l a w ⁴¹ ɕ y ⁴¹ ts ɿ	
Changsha		mouse	1491	1491	kaw³³kʰə²⁴	417	k a w ³³ kʰ ə ²⁴	
Guiyang		mouse	1491	1491	xa²¹³ʦɿ⁴²	418	x a ²¹³ ts ɿ ⁴²	
Xiamen		mouse	1491	1491	njaw⁵³ʦʰu⁵³	413	n j a w ⁵³ tsʰ u ⁵³	
Hefei		mouse	1491	1491	lɔ²⁴t͡ʂʰwə	413	l ɔ ²⁴ ʈʂʰ w ə	
Jinan		mouse	1491	1491	lɔ⁵⁵ʂu	413	l ɔ ⁵⁵ ʂ u	
Jinan		mouse	1491	1491	xɔ²¹ʦɿ	418	x ɔ ²¹ ts ɿ	
Hangzhou		mouse	1491	1491	lɔ⁵³ʦʰy⁵³	413	l ɔ ⁵³ tsʰ y ⁵³	
Nanchang		mouse	1491	1491	lɑw²¹³ɕy⁰⁴	413	l ɑ w ²¹³ ɕ y ⁰⁴	
Chengdu		mouse	1491	1491	naw⁵³su⁵³	413	n a w ⁵³ s u ⁵³	
Chengdu		mouse	1491	1491	xaw¹³ʦɿ⁵³	418	x a w ¹³ ts ɿ ⁵³	
Shexian		mouse	1491	1491	lɔ³⁵ʨʰy³⁵	413	l ɔ ³⁵ tɕʰ y ³⁵	
Shexian		mouse	1491	1491	ʦe³¹ʨy³⁵	419	ts e ³¹ tɕ y ³⁵	
Beijing		mouse	1491	1491	xɑw⁵¹ʦɿ¹	418	x ɑ w ⁵¹ ts ɿ ¹	
Kunming		mouse	1491	1491	lɔ⁵³t͡ʂʰu⁵³	413	l ɔ ⁵³ ʈʂʰ u ⁵³	
Shanghai		mouse	1491	1491	lɔ¹³zoŋ²³	416	l ɔ ¹³ z o ŋ ²³	
Shanghai		mouse	1491	1491	lɔ¹³ʦʰɿ³⁵	413	l ɔ ¹³ tsʰ ɿ ³⁵	
Meixian		neck	1333	1333	kjaŋ³¹kin⁴⁴	529	k j a ŋ ³¹ k i n ⁴⁴	
Changsha		neck	1333	1333	ʨin⁴¹kən³³	530	tɕ i n ⁴¹ k ə n ³³	
Guiyang		neck	1333	1333	ʨjaŋ⁴²ken	530	tɕ j a ŋ ⁴² k e n	
Guiyang		neck	1333	1333	po²¹ʨjaŋ⁴²	533	p o ²¹ tɕ j a ŋ ⁴²	
Xiamen		neck	1333	1333	am²²kun⁵³	536	a m ²² k u n ⁵³	
Hefei		neck	1333	1333	lɔ²⁴ʨin²⁴pa⁵³	537	l ɔ ²⁴ tɕ i n ²⁴ p a ⁵³	
Jinan		neck	1333	1333	pə⁴²ʦɿ	534	p ə ⁴² ts ɿ	
Jinan		neck	1333	1333	pə⁴²ər⁴²kəŋ⁵⁵	535	p ə ⁴² ə r ⁴² k ə ŋ ⁵⁵	
Hangzhou		neck	1333	1333	dej¹³ʨin⁵³	538	d e j ¹³ tɕ i n ⁵³	
Guangzhou		neck	1333	1333	kɛŋ³⁵	528	k ɛ ŋ ³⁵	
Nanchang		neck	1333	1333	ʨjɑŋ²¹³	528	tɕ j ɑ ŋ ²¹³	
Chengdu		neck	1333	1333	ʨin⁵³ʦɿ⁵³	531	tɕ i n ⁵³ ts ɿ ⁵³	
Chengdu		neck	1333	1333	ʨin⁵³xaŋ¹³	532	tɕ i n ⁵³ x a ŋ ¹³	
Taoyuan		neck	1333	1333	paʔ⁵⁴ʦəʔ	534	p a ʔ ⁵⁴ ts ə ʔ	
Shexian		neck	1333	1333	xa³⁵ʨjʌ̃³⁵	539	x a ³⁵ tɕ j ʌ̃ ∼ ³⁵	
Beijing		neck	1333	1333	po³⁵kə̃r²¹⁴	533	p o ³⁵ k ə̃ ∼ r ²¹⁴	
Beijing		neck	1333	1333	po³⁵ʦɿ³	534	p o ³⁵ ts ɿ ³	
Kunming		neck	1333	1333	po³¹ʦɿ⁵³	534	p o ³¹ ts ɿ ⁵³	
Shanghai		neck	1333	1333	dɤ¹³ʨiŋ³⁵	540	d ɤ ¹³ tɕ i ŋ ³⁵	
Meixian		nine	1483	1483	kju³¹	341	k j u ³¹	
Changsha		nine	1483	1483	ʨjəw⁴¹	341	tɕ j ə w ⁴¹	
Guiyang		nine	1483	1483	ʨjəw⁴²	341	tɕ j ə w ⁴²	
Xiamen		nine	1483	1483	kaw⁵³	341	k a w ⁵³	
Hefei		nine	1483	1483	ʨjɯ²⁴	341	tɕ j ɯ ²⁴	
Jinan		nine	1483	1483	ʨjow⁵⁵	341	tɕ j o w ⁵⁵	
Hangzhou		nine	1483	1483	ʨjø⁵³	341	tɕ j ø ⁵³	
Guangzhou		nine	1483	1483	kɐw³⁵	341	k ɐ w ³⁵	
Nanchang		nine	1483	1483	ʨju²¹³	341	tɕ j u ²¹³	
Chengdu		nine	1483	1483	ʨjəw⁵³	341	tɕ j ə w ⁵³	
Taoyuan		nine	1483	1483	ʨjəw⁵³	341	tɕ j ə w ⁵³	
Shexian		nine	1483	1483	ʨju³⁵	341	tɕ j u ³⁵	
Beijing		nine	1483	1483	ʨjow²¹⁴	341	tɕ j o w ²¹⁴	
Kunming		nine	1483	1483	ʨjəw⁵³	341	tɕ j ə w ⁵³	
Shanghai		nine	1483	1483	ʨjɤ³⁵	341	tɕ j ɤ ³⁵	
Meixian		noodles	973	973	mjen⁵³	756	m j e n ⁵³	
Changsha		noodles	973	973	mjẽ¹¹	756	m j ẽ ∼ ¹¹	
Guiyang		noodles	973	973	mjan²¹³	756	m j a n ²¹³	
Guiyang		noodles	973	973	mjan²¹³tʰjao²¹	757	m j a n ²¹³ tʰ j a o ²¹	
Xiamen		noodles	973	973	mi²²	756	m i ²²	
Hefei		noodles	973	973	mjɪ̃⁵³tʰjɔ⁵⁵	757	m j ɪ̃ ∼ ⁵³ tʰ j ɔ ⁵⁵	
Jinan		noodles	973	973	mjã²¹tʰjɔr⁴²	757	m j ã ∼ ²¹ tʰ j ɔ r ⁴²	
Jinan		noodles	973	973	mjã²¹	756	m j ã ∼ ²¹	
Hangzhou		noodles	973	973	mjᴇ̃¹³	756	m j ɛ̃ ∼ ¹³	
Guangzhou		noodles	973	973	min²²	756	m i n ²²	
Nanchang		noodles	973	973	mjɛn²¹	756	m j ɛ n ²¹	
Chengdu		noodles	973	973	mjan¹³	756	m j a n ¹³	
Chengdu		noodles	973	973	mjan¹³tʰjər³¹	757	m j a n ¹³ tʰ j ə r ³¹	
Taoyuan		noodles	973	973	mje⁴⁵	756	m j e ⁴⁵	
Shexian		noodles	973	973	me²²	756	m e ²²	
Beijing		noodles	973	973	mjan⁵¹tʰjɑwiɑur	757	m j a n ⁵¹ tʰ j ɑ w r	
Beijing		noodles	973	973	mjan⁵¹	756	m j a n ⁵¹	
Kunming		noodles	973	973	mjɛ̃²¹²	756	m j ɛ̃ ∼ ²¹²	
Shanghai		noodles	973	973	mi¹³	756	m i ¹³	
Shanghai		noodles	973	973	ʨʰjɪʔ⁵mi¹³	758	tɕʰ j ɪ ʔ ⁵ m i ¹³	
Meixian		nose	1221	1221	pʰi⁵³kuŋ⁴⁴	521	pʰ i ⁵³ k u ŋ ⁴⁴	
Changsha		nose	1221	1221	pi²⁴ʦɿ	522	p i ²⁴ ts ɿ	
Guiyang		nose	1221	1221	pi²¹ʦɿ⁴²	522	p i ²¹ ts ɿ ⁴²	
Xiamen		nose	1221	1221	pʰĩ²²jã⁵³	523	pʰ ĩ ∼ ²² j ã ∼ ⁵³	
Xiamen		nose	1221	1221	pʰĩ²²	520	pʰ ĩ ∼ ²²	
Hefei		nose	1221	1221	pjəʔ⁵ʦə	522	p j ə ʔ ⁵ ts ə	
Jinan		nose	1221	1221	pi⁴²ʦɿ	522	p i ⁴² ts ɿ	
Hangzhou		nose	1221	1221	bɑʔ²dej²¹³	524	b ɑ ʔ ² d e j ²¹³	
Guangzhou		nose	1221	1221	pej²²kɔ⁵⁵	525	p e j ²² k ɔ ⁵⁵	
Nanchang		nose	1221	1221	pʰiʔ²kuŋ⁰²	521	pʰ i ʔ ² k u ŋ ⁰²	
Chengdu		nose	1221	1221	pi³¹ʦɿ⁵³	522	p i ³¹ ts ɿ ⁵³	
Taoyuan		nose	1221	1221	pjəʔ⁵⁴ʦəʔ	522	p j ə ʔ ⁵⁴ ts ə ʔ	
Shexian		nose	1221	1221	pʰi²²tʰju⁴⁴	524	pʰ i ²² tʰ j u ⁴⁴	
Shexian		nose	1221	1221	pʰi²²kʰwʌ̃³⁵	526	pʰ i ²² kʰ w ʌ̃ ∼ ³⁵	
Beijing		nose	1221	1221	pi³⁵ʦɿ³	522	p i ³⁵ ts ɿ ³	
Kunming		nose	1221	1221	pi³¹ʦɿ⁵³	522	p i ³¹ ts ɿ ⁵³	
Shanghai		nose	1221	1221	bjɪʔ¹dɤ¹³	524	b j ɪ ʔ ¹ d ɤ ¹³	
Meixian		nurse	1104	1104	paw³¹me⁴⁴	925	p a w ³¹ m e ⁴⁴	
Changsha		nurse	1104	1104	ȵy⁴¹koŋ³³	926	nʲ y ⁴¹ k o ŋ ³³	
Changsha		nurse	1104	1104	paw⁴¹mo⁴¹	925	p a w ⁴¹ m o ⁴¹	
Guiyang		nurse	1104	1104	pa⁴²mu⁴²	925	p a ⁴² m u ⁴²	
Xiamen		nurse	1104	1104	po⁵³bu	925	p o ⁵³ b u	
Xiamen		nurse	1104	1104	ʦʰjã²¹e	928	tsʰ j ã ∼ ²¹ e	
Hefei		nurse	1104	1104	pɑ̃²¹kəŋ²¹tjəʔ	929	p ɑ̃ ∼ ²¹ k ə ŋ ²¹ t j ə ʔ	
Jinan		nurse	1104	1104	pɔ⁵⁵mu⁵⁵	925	p ɔ ⁵⁵ m u ⁵⁵	
Jinan		nurse	1104	1104	lɔ⁵⁵ma²¹³ʦɿ	931	l ɔ ⁵⁵ m a ²¹³ ts ɿ	
Hangzhou		nurse	1104	1104	pɔ⁵³mu⁵³	925	p ɔ ⁵³ m u ⁵³	
Hangzhou		nurse	1104	1104	ʔɑ³³i²¹³	932	ʔ ɑ ³³ i ²¹³	
Guangzhou		nurse	1104	1104	koŋ⁵³jɐn²¹	927	k o ŋ ⁵³ j ɐ n ²¹	
Guangzhou		nurse	1104	1104	pow³⁵mow²³	925	p o w ³⁵ m o w ²³	
Nanchang		nurse	1104	1104	ʨi⁴⁵ȵjɔŋ⁰⁴	933	tɕ i ⁴⁵ nʲ j ɔ ŋ ⁰⁴	
Nanchang		nurse	1104	1104	pɑw²¹³mu²¹³	925	p ɑ w ²¹³ m u ²¹³	
Chengdu		nurse	1104	1104	paw⁵³mu⁵³	925	p a w ⁵³ m u ⁵³	
Chengdu		nurse	1104	1104	naj⁵³mər⁵⁵	936	n a j ⁵³ m ə r ⁵⁵	
Chengdu		nurse	1104	1104	naj⁵³ma⁵⁵ʦɿ⁵³	937	n a j ⁵³ m a ⁵⁵ ts ɿ ⁵³	
Taoyuan		nurse	1104	1104	paw⁵³mu⁵³	925	p a w ⁵³ m u ⁵³	
Shexian		nurse	1104	1104	na³⁵m̩³⁵	935	n a ³⁵ m̩ ³⁵	
Shexian		nurse	1104	1104	pɔ³¹jʌ̃⁴⁴ka³¹ɛ	930	p ɔ ³¹ j ʌ̃ ∼ ⁴⁴ k a ³¹ ɛ	
Beijing		nurse	1104	1104	pɑw²¹⁴mu²¹⁴	925	p ɑ w ²¹⁴ m u ²¹⁴	
Beijing		nurse	1104	1104	lɑw²¹⁴ma⁵⁵ʦɿ²	931	l ɑ w ²¹⁴ m a ⁵⁵ ts ɿ ²	
Kunming		nurse	1104	1104	pɔ⁵³mu⁵³	925	p ɔ ⁵³ m u ⁵³	
Shanghai		nurse	1104	1104	ȵjã¹³ɦi¹³	934	nʲ j ã ∼ ¹³ ɦ i ¹³	
Shanghai		nurse	1104	1104	pɔ³⁵mu¹³	925	p ɔ ³⁵ m u ¹³	
Meixian		old man	406	406	law³¹a⁴⁴pak¹	869	l a w ³¹ a ⁴⁴ p a k ¹	
Changsha		old man	406	406	law⁴¹kõ³³ʦɿ	871	l a w ⁴¹ k õ ∼ ³³ ts ɿ	
Guiyang		old man	406	406	la⁴²ʦej⁴²	872	l a ⁴² ts e j ⁴²	
Xiamen		old man	406	406	law²²he⁵³ja⁵³	873	l a w ²² h e ⁵³ j a ⁵³	
Hefei		old man	406	406	lɔ²⁴tʰɯ⁵⁵ʦə	875	l ɔ ²⁴ tʰ ɯ ⁵⁵ ts ə	
Jinan		old man	406	406	lɔ⁵⁵tʰowr⁴²	874	l ɔ ⁵⁵ tʰ o w r ⁴²	
Jinan		old man	406	406	lɔ⁵⁵tʰow⁴²ʦɿ	875	l ɔ ⁵⁵ tʰ o w ⁴² ts ɿ	
Hangzhou		old man	406	406	lɔ⁵³dej²¹³əl²¹³	876	l ɔ ⁵³ d e j ²¹³ ə l ²¹³	
Guangzhou		old man	406	406	low²³haŋ⁵⁵	877	l o w ²³ h a ŋ ⁵⁵	
Guangzhou		old man	406	406	pak³fu²²	883	p a k ³ f u ²²	
Nanchang		old man	406	406	lɑw²¹³tʰɛw²⁴ʦɿ⁰⁴	875	l ɑ w ²¹³ tʰ ɛ w ²⁴ ts ɿ ⁰⁴	
Chengdu		old man	406	406	naw⁵³tʰər³¹	874	n a w ⁵³ tʰ ə r ³¹	
Chengdu		old man	406	406	naw⁵³xər¹³	878	n a w ⁵³ x ə r ¹³	
Chengdu		old man	406	406	naw⁵³tʰəw³¹ʦɿ⁵³	875	n a w ⁵³ tʰ ə w ³¹ ts ɿ ⁵³	
Taoyuan		old man	406	406	law⁵³xæ̃⁴⁵xæ̃⁴⁵	879	l a w ⁵³ x æ̃ ∼ ⁴⁵ x æ̃ ∼ ⁴⁵	
Taoyuan		old man	406	406	law⁵³pi¹¹tʰəw¹¹ʦəʔ	880	l a w ⁵³ p i ¹¹ tʰ ə w ¹¹ ts ə ʔ	
Shexian		old man	406	406	lɔ³⁵tʰju⁴⁴ʦɿ	875	l ɔ ³⁵ tʰ j u ⁴⁴ ts ɿ	
Shexian		old man	406	406	lɔ³⁵jʌ̃⁴⁴ka³¹	881	l ɔ ³⁵ j ʌ̃ ∼ ⁴⁴ k a ³¹	
Beijing		old man	406	406	lɑw²¹⁴tʰowr³⁵	874	l ɑ w ²¹⁴ tʰ o w r ³⁵	
Kunming		old man	406	406	lɔ⁵³kwə⁴⁴	870	l ɔ ⁵³ k w ə ⁴⁴	
Shanghai		old man	406	406	lɔ¹³koŋ⁵³koŋ⁵³	882	l ɔ ¹³ k o ŋ ⁵³ k o ŋ ⁵³	
Shanghai		old man	406	406	lɔ¹³dɤ¹³ʦɿ³⁵	875	l ɔ ¹³ d ɤ ¹³ ts ɿ ³⁵	
Meixian		on	1741	1741	soŋ⁵³poj⁵³	99	s o ŋ ⁵³ p o j ⁵³	
Changsha		on	1741	1741	ʂan¹¹mjẽ	100	ʂ a n ¹¹ m j ẽ ∼	
Changsha		on	1741	1741	kaw³³təw	107	k a w ³³ t ə w	
Changsha		on	1741	1741	ʂan¹¹təw	102	ʂ a n ¹¹ t ə w	
Guiyang		on	1741	1741	saŋ²¹³tʰəw⁵⁵	102	s a ŋ ²¹³ tʰ ə w ⁵⁵	
Guiyang		on	1741	1741	ka⁵⁵saŋ²¹³	106	k a ⁵⁵ s a ŋ ²¹³	
Xiamen		on	1741	1741	tiŋ⁵³tʰaw	111	t i ŋ ⁵³ tʰ a w	
Xiamen		on	1741	1741	tiŋ⁵³bin²²	110	t i ŋ ⁵³ b i n ²²	
Hefei		on	1741	1741	kɔ²¹tʰɯ	107	k ɔ ²¹ tʰ ɯ	
Jinan		on	1741	1741	ʂaŋ²¹tʰow	102	ʂ a ŋ ²¹ tʰ o w	
Jinan		on	1741	1741	ʂaŋ²¹pjɛr	103	ʂ a ŋ ²¹ p j ɛ r	
Jinan		on	1741	1741	tiŋ⁵⁵ʂaŋ	109	t i ŋ ⁵⁵ ʂ a ŋ	
Hangzhou		on	1741	1741	kɔ³³dej²¹³	107	k ɔ ³³ d e j ²¹³	
Hangzhou		on	1741	1741	zɑŋ¹³dej²¹³	102	z ɑ ŋ ¹³ d e j ²¹³	
Guangzhou		on	1741	1741	sœŋ²²pin²²	104	s œ ŋ ²² p i n ²²	
Guangzhou		on	1741	1741	sœŋ²²kow⁵⁵	101	s œ ŋ ²² k o w ⁵⁵	
Nanchang		on	1741	1741	sɔŋ²¹tʰɛw⁰²	102	s ɔ ŋ ²¹ tʰ ɛ w ⁰²	
Nanchang		on	1741	1741	kɑw⁴²tʰɛw⁰²	107	k ɑ w ⁴² tʰ ɛ w ⁰²	
Chengdu		on	1741	1741	saŋ¹³tʰəw³¹	102	s a ŋ ¹³ tʰ ə w ³¹	
Chengdu		on	1741	1741	saŋ¹³pjan⁵⁵	103	s a ŋ ¹³ p j a n ⁵⁵	
Chengdu		on	1741	1741	saŋ¹³mjan¹³	100	s a ŋ ¹³ m j a n ¹³	
Chengdu		on	1741	1741	kaw⁵⁵tʰəw³¹	107	k a w ⁵⁵ tʰ ə w ³¹	
Chengdu		on	1741	1741	kaw⁵⁵saŋ¹³	106	k a w ⁵⁵ s a ŋ ¹³	
Chengdu		on	1741	1741	tin⁵³saŋ¹³	109	t i n ⁵³ s a ŋ ¹³	
Taoyuan		on	1741	1741	naw⁵³tʰəw¹¹	112	n a w ⁵³ tʰ ə w ¹¹	
Taoyuan		on	1741	1741	sɒ̃⁴⁵tʰəw⁵³	102	s ɒ̃ ∼ ⁴⁵ tʰ ə w ⁵³	
Shexian		on	1741	1741	ɕja²²tʰju⁴⁴	102	ɕ j a ²² tʰ j u ⁴⁴	
Beijing		on	1741	1741	ʂɑŋ⁵¹tʰow¹	102	ʂ ɑ ŋ ⁵¹ tʰ o w ¹	
Beijing		on	1741	1741	ʂɑŋ⁵¹pjar¹	103	ʂ ɑ ŋ ⁵¹ p j a r ¹	
Kunming		on	1741	1741	ʂᴀ̃²¹²ʂəw	105	ʂ ã ∼ ²¹² ʂ ə w	
Kunming		on	1741	1741	kɔ⁴⁴ʂəw⁵³	108	k ɔ ⁴⁴ ʂ ə w ⁵³	
Shanghai		on	1741	1741	zɑ̃¹³dɤ¹³	102	z ɑ̃ ∼ ¹³ d ɤ ¹³	
Shanghai		on	1741	1741	kɔ⁵³dɤ¹³	107	k ɔ ⁵³ d ɤ ¹³	
Meixian		on purpose	1031	1031	ku⁵³i⁵³	313	k u ⁵³ i ⁵³	
Meixian		on purpose	1031	1031	ju⁴⁴i⁵³	314	j u ⁴⁴ i ⁵³	
Changsha		on purpose	1031	1031	ku⁵⁵i⁵⁵	313	k u ⁵⁵ i ⁵⁵	
